Seq,LV,Word,Britanico
857,A1,important,ɪmˈpɔːtənt
858,A1,interested,ˈɪntrɪstɪd
859,A1,interesting,ˈɪntrɪstɪŋ
860,A1,large,lɑːʤ
861,A1,local,ˈləʊkəl
862,A1,main,meɪn
863,A1,married,ˈmærɪd
864,A1,modern,ˈmɒdən
865,A1,natural,ˈnæʧrəl
866,A1,negative,ˈnɛgətɪv
867,A1,new,njuː
868,A1,nice,naɪs
869,A1,old,əʊld
870,A1,perfect,ˈpɜːfɪkt / pəˈfɛkt
871,A1,personal,ˈpɜːsnl
872,A1,poor,pʊə
873,A1,popular,ˈpɒpjʊlə
874,A1,positive,ˈpɒzətɪv
875,A1,possible,ˈpɒsəbl
876,A1,quick,kwɪk
877,A1,quiet,ˈkwaɪət
878,A1,ready,ˈrɛdi
879,A1,real,rɪəl / reɪˈɑːl
880,A1,rich,rɪʧ
881,A1,sad,sæd
882,A1,short,ʃɔːt
883,A1,sick,sɪk
884,A1,similar,ˈsɪmɪlə
885,A1,slow,sləʊ
886,A1,small,smɔːl
887,A1,special,ˈspɛʃəl
888,A1,strong,strɒŋ
889,A1,sure,ʃʊə
890,A1,tall,tɔːl
891,A1,terrible,ˈtɛrəbl
892,A1,thirsty,ˈθɜːsti
893,A1,tired,ˈtaɪəd
894,A1,true,truː
895,A1,useful,ˈjuːsfʊl
896,A1,warm,wɔːm
897,A1,wonderful,ˈwʌndəfʊl
898,A1,wrong,rɒŋ
899,A1,young,jʌŋ
900,A2,accept,əkˈsɛpt
901,A2,achieve,əˈʧiːv
902,A2,act,ækt
903,A2,advertise,ˈædvətaɪz
904,A2,affect,əˈfɛkt / ˈæfɛkt
905,A2,allow,əˈlaʊ
906,A2,appear,əˈpɪə
907,A2,apply,əˈplaɪ
908,A2,argue,ˈɑːgjuː
909,A2,arrange,əˈreɪnʤ
910,A2,attack,əˈtæk
911,A2,attend,əˈtɛnd
912,A2,avoid,əˈvɔɪd
913,A2,beat,biːt
914,A2,behave,bɪˈheɪv
915,A2,belong,bɪˈlɒŋ
916,A2,blow,bləʊ
917,A2,boil,bɔɪl
918,A2,borrow,ˈbɒrəʊ
919,A2,brush,brʌʃ
920,A2,burn,bɜːn
921,A2,camp,kæmp
922,A2,care,keə
923,A2,catch,kæʧ
924,A2,cause,kɔːz
925,A2,celebrate,ˈsɛlɪbreɪt
926,A2,chat,ʧæt
927,A2,circle,ˈsɜːkl
928,A2,collect,kəˈlɛkt / ˈkɒlɛkt
929,A2,communicate,kəˈmjuːnɪkeɪt
930,A2,compete,kəmˈpiːt
931,A2,complain,kəmˈpleɪn
932,A2,connect,kəˈnɛkt
933,A2,consider,kənˈsɪdə
934,A2,contain,kənˈteɪn
935,A2,continue,kənˈtɪnju(ː)
936,A2,control,kənˈtrəʊl
937,A2,copy,ˈkɒpi
938,A2,count,kaʊnt
939,A2,cover,ˈkʌvə
940,A2,cross,krɒs
941,A2,cry,kraɪ
942,A2,cycle,ˈsaɪkl
943,A2,deal,diːl
944,A2,depend,dɪˈpɛnd
945,A2,destroy,dɪsˈtrɔɪ
946,A2,develop,dɪˈvɛləp
947,A2,disagree,ˌdɪsəˈgriː
948,A2,disappear,ˌdɪsəˈpɪə
949,A2,discover,dɪsˈkʌvə
950,A2,double,ˈdʌbl
951,A2,download,ˌdaʊnˈləʊd
952,A2,dream,driːm
953,A2,drop,drɒp
954,A2,dry,draɪ
955,A2,earn,ɜːn
956,A2,employ,ɪmˈplɔɪ
957,A2,enter,ˈɛntə
958,A2,exist,ɪgˈzɪst
959,A2,expect,ɪksˈpɛkt
960,A2,express,ɪksˈprɛs
961,A2,fail,feɪl
962,A2,feed,fiːd
963,A2,fight,faɪt
964,A2,fit,fɪt
965,A2,fix,fɪks
966,A2,focus,ˈfəʊkəs
967,A2,greet,griːt
968,A2,guide,gaɪd
969,A2,heat,hiːt
970,A2,hide,haɪd
971,A2,hit,hɪt
972,A2,hold,həʊld
973,A2,hurt,hɜːt
974,A2,identify,aɪˈdɛntɪfaɪ
975,A2,increase,ˈɪnkriːs / ɪnˈkriːs
976,A2,invent,ɪnˈvɛnt
977,A2,invite,ɪnˈvaɪt
978,A2,involve,ɪnˈvɒlv
979,A2,joke,ʤəʊk
980,A2,jump,ʤʌmp
981,A2,kill,kɪl
982,A2,knock,nɒk
983,A2,lead,liːd / lɛd
984,A2,lecture,ˈlɛkʧə
985,A2,lend,lɛnd
986,A2,lift,lɪft
987,A2,link,lɪŋk
988,A2,lock,lɒk
989,A2,mail,meɪl
990,A2,manage,ˈmænɪʤ
991,A2,mark,mɑːk
992,A2,marry,ˈmæri
993,A2,matter,ˈmætə
994,A2,mention,ˈmɛnʃən
995,A2,mind,maɪnd
996,A2,notice,ˈnəʊtɪs
997,A2,offer,ˈɒfə
998,A2,organize,ˈɔːgənaɪz
999,A2,pack,pæk
1000,A2,pass,pɑːs
1001,A2,perform,pəˈfɔːm
1002,A2,pick,pɪk
1003,A2,predict,prɪˈdɪkt
1004,A2,prevent,prɪˈvɛnt
1005,A2,print,prɪnt
1006,A2,produce,ˈprɒdjuːs / prəˈdjuːs
1007,A2,promise,ˈprɒmɪs
1008,A2,pronounce,prəˈnaʊns
1009,A2,protect,prəˈtɛkt
1010,A2,provide,prəˈvaɪd
1011,A2,publish,ˈpʌblɪʃ
1012,A2,pull,pʊl
1013,A2,push,pʊʃ
1014,A2,raise,reɪz
1015,A2,reach,riːʧ
1016,A2,react,ri(ː)ˈækt
1017,A2,realize,ˈrɪəlaɪz
1018,A2,receive,rɪˈsiːv
1019,A2,recognize,ˈrɛkəgnaɪz
1020,A2,recommend,ˌrɛkəˈmɛnd
1021,A2,record,ˈrɛkɔːd / rɪˈkɔːd
1022,A2,recycle,ˌriːˈsaɪkl
1023,A2,reduce,rɪˈdjuːs
1024,A2,refer,rɪˈfɜː
1025,A2,refuse,ˌriːˈfjuːz / rɪˈfjuːz / ˈrɛfjuːs
1026,A2,remove,rɪˈmuːv
1027,A2,repair,rɪˈpeə
1028,A2,replace,rɪˈpleɪs
1029,A2,reply,rɪˈplaɪ
1030,A2,research,rɪˈsɜːʧ
1031,A2,respond,rɪsˈpɒnd
1032,A2,review,rɪˈvjuː
1033,A2,ring,rɪŋ
1034,A2,rise,raɪz
1035,A2,sail,seɪl
1036,A2,save,seɪv
1037,A2,score,skɔː
1038,A2,search,sɜːʧ
1039,A2,seem,siːm
1040,A2,serve,sɜːv
1041,A2,shake,ʃeɪk
1042,A2,shout,ʃaʊt
1043,A2,shut,ʃʌt
1044,A2,sign,saɪn
1045,A2,ski,skiː
1046,A2,smell,smɛl
1047,A2,smile,smaɪl
1048,A2,smoke,sməʊk
1049,A2,solve,sɒlv
1050,A2,steal,stiːl
1051,A2,stress,strɛs
1052,A2,succeed,səkˈsiːd
1053,A2,suggest,səˈʤɛst
1054,A2,support,səˈpɔːt
1055,A2,suppose,səˈpəʊz
1056,A2,surprise,səˈpraɪz
1057,A2,taste,teɪst
1058,A2,throw,θrəʊ
1059,A2,tidy,ˈtaɪdi
1060,A2,tie,taɪ
1061,A2,touch,tʌʧ
1062,A2,wish,wɪʃ
1063,A2,worry,ˈwʌri
1064,A2,anybody,ˈɛnɪˌbɒdi
1065,A2,anywhere,ˈɛnɪweə
1066,A2,either,ˈaɪðə
1067,A2,hers,hɜːz
1068,A2,herself,hɜːˈsɛlf
1069,A2,himself,hɪmˈsɛlf
1070,A2,itself,ɪtˈsɛlf
1071,A2,least,liːst
1072,A2,less,lɛs
1073,A2,myself,maɪˈsɛlf
1074,A2,neither,ˈnaɪðə
1075,A2,none,nʌn
1076,A2,ourselves,ˌaʊəˈsɛlvz
1077,A2,several,ˈsɛvrəl
1078,A2,somewhere,ˈsʌmweə
1079,A2,such,sʌʧ
1080,A2,themselves,ðəmˈsɛlvz
1081,A2,whose,huːz
1082,A2,yours,jɔːz
1083,A2,according to,əˈkɔːdɪŋ tuː
1084,A2,against,əˈgɛnst
1085,A2,along,əˈlɒŋ
1086,A2,among,əˈmʌŋ
1087,A2,except,ɪkˈsɛpt
1088,A2,including,ɪnˈkluːdɪŋ
1089,A2,inside,ɪnˈsaɪd
1090,A2,onto,ˈɒntʊ
1091,A2,per,pɜː
1092,A2,round,raʊnd
1093,A2,since,sɪns
1094,A2,towards,təˈwɔːdz
1095,A2,billion,ˈbɪljən
1096,A2,zero,ˈzɪərəʊ
1097,A2,ability,əˈbɪlɪti
1098,A2,accident,ˈæksɪdənt
1099,A2,advantage,ədˈvɑːntɪʤ
1100,A2,adventure,ədˈvɛnʧə
1101,A2,advertisement,ədˈvɜːtɪsmənt
1102,A2,advertising,ˈædvətaɪzɪŋ
1103,A2,airline,ˈeəlaɪn
1104,A2,alternative,ɔːlˈtɜːnətɪv
1105,A2,amount,əˈmaʊnt
1106,A2,ankle,ˈæŋkl
1107,A2,app,æp
1108,A2,appearance,əˈpɪərəns
1109,A2,architect,ˈɑːkɪtɛkt
1110,A2,architecture,ˈɑːkɪtɛkʧə
1111,A2,argument,ˈɑːgjʊmənt
1112,A2,army,ˈɑːmi
1113,A2,arrangement,əˈreɪnʤmənt
1114,A2,assistant,əˈsɪstənt
1115,A2,athlete,ˈæθliːt
1116,A2,attention,əˈtɛnʃ(ə)n
1117,A2,audience,ˈɔːdiəns
1118,A2,author,ˈɔːθə
1119,A2,average,ˈævərɪʤ
1120,A2,award,əˈwɔːd
1121,A2,background,ˈbækgraʊnd
1122,A2,bar,bɑː
1123,A2,baseball,ˈbeɪsbɔːl
1124,A2,basketball,ˈbɑːskɪtˌbɔːl
1125,A2,bean,biːn
1126,A2,bear,beə
1127,A2,beef,biːf
1128,A2,behaviour,bɪˈheɪvjə
1129,A2,belt,bɛlt
1130,A2,benefit,ˈbɛnɪfɪt
1131,A2,bin,bɪn
1132,A2,biology,baɪˈɒləʤi
1133,A2,birth,bɜːθ
1134,A2,biscuit,ˈbɪskɪt
1135,A2,bit,bɪt
1136,A2,blank,blæŋk
1137,A2,blood,blʌd
1138,A2,board,bɔːd
1139,A2,bone,bəʊn
1140,A2,boss,bɒs
1141,A2,bottom,ˈbɒtəm
1142,A2,bowl,bəʊl
1143,A2,brain,breɪn
1144,A2,bridge,brɪʤ
1145,A2,businessman,ˈbɪznɪsmən
1146,A2,button,ˈbʌtn
1147,A2,camping,ˈkæmpɪŋ
1148,A2,carpet,ˈkɑːpɪt
1149,A2,cartoon,kɑːˈtuːn
1150,A2,case,keɪs
1151,A2,cash,kæʃ
1152,A2,castle,ˈkɑːsl
1153,A2,celebrity,sɪˈlɛbrɪti
1154,A2,chance,ʧɑːns
1155,A2,character,ˈkærɪktə
1156,A2,charity,ˈʧærɪti
1157,A2,chef,ʃɛf
1158,A2,chemistry,ˈkɛmɪstri
1159,A2,chip,ʧɪp
1160,A2,choice,ʧɔɪs
1161,A2,church,ʧɜːʧ
1162,A2,cigarette,ˌsɪgəˈrɛt
1163,A2,climate,ˈklaɪmɪt
1164,A2,clothing,ˈkləʊðɪŋ
1165,A2,cloud,klaʊd
1166,A2,coach,kəʊʧ
1167,A2,coast,kəʊst
1168,A2,code,kəʊd
1169,A2,colleague,ˈkɒliːg
1170,A2,column,ˈkɒləm
1171,A2,comedy,ˈkɒmɪdi
1172,A2,comment,ˈkɒmɛnt
1173,A2,community,kəˈmjuːnɪti
1174,A2,competition,ˌkɒmpɪˈtɪʃən
1175,A2,condition,kənˈdɪʃən
1176,A2,conference,ˈkɒnfərəns
1177,A2,context,ˈkɒntɛkst
1178,A2,continent,ˈkɒntɪnənt
1179,A2,cooker,ˈkʊkə
1180,A2,corner,ˈkɔːnə
1181,A2,couple,ˈkʌpl
1182,A2,credit,ˈkrɛdɪt
1183,A2,crime,kraɪm
1184,A2,criminal,ˈkrɪmɪnl
1185,A2,crowd,kraʊd
1186,A2,cupboard,ˈkʌpəd
1187,A2,danger,ˈdeɪnʤə
1188,A2,data,ˈdeɪtə
1189,A2,death,dɛθ
1190,A2,decision,dɪˈsɪʒən
1191,A2,degree,dɪˈgriː
1192,A2,dentist,ˈdɛntɪst
1193,A2,department,dɪˈpɑːtmənt
1194,A2,desert,ˈdɛzət / dɪˈzɜːt
1195,A2,designer,dɪˈzaɪnə
1196,A2,detective,dɪˈtɛktɪv
1197,A2,device,dɪˈvaɪs
1198,A2,diary,ˈdaɪəri
1199,A2,direction,dɪˈrɛkʃən
1200,A2,director,dɪˈrɛktə
1201,A2,disaster,dɪˈzɑːstə
1202,A2,discovery,dɪsˈkʌvəri
1203,A2,discussion,dɪsˈkʌʃən
1204,A2,disease,dɪˈziːz
1205,A2,distance,ˈdɪstəns
1206,A2,document,ˈdɒkjʊmənt / ˈdɒkjʊmɛnt
1207,A2,drama,ˈdrɑːmə
1208,A2,drawing,ˈdrɔːɪŋ
1209,A2,driving,ˈdraɪvɪŋ
1210,A2,drug,drʌg
1211,A2,earth,ɜːθ
1212,A2,education,ˌɛdju(ː)ˈkeɪʃən
1213,A2,effect,ɪˈfɛkt
1214,A2,electricity,ɪlɛkˈtrɪsɪti
1215,A2,employee,ˌɛmplɔɪˈiː
1216,A2,employer,ɪmˈplɔɪə
1217,A2,ending,ˈɛndɪŋ
1218,A2,energy,ˈɛnəʤi
1219,A2,engine,ˈɛnʤɪn
1220,A2,engineer,ˌɛnʤɪˈnɪə
1221,A2,environment,ɪnˈvaɪərənmənt
1222,A2,equipment,ɪˈkwɪpmənt
1223,A2,error,ˈɛrə
1224,A2,essay,ˈɛseɪ / ɛˈseɪ
1225,A2,evidence,ˈɛvɪdəns
1226,A2,experience,ɪksˈpɪərɪəns
1227,A2,experiment,ɪksˈpɛrɪmənt / ɪksˈpɛrɪmɛnt
1228,A2,explanation,ˌɛkspləˈneɪʃən
1229,A2,expression,ɪksˈprɛʃən
1230,A2,factor,ˈfæktə
1231,A2,factory,ˈfæktəri
1232,A2,fan,fæn
1233,A2,farming,ˈfɑːmɪŋ
1234,A2,fashion,ˈfæʃən
1235,A2,fear,fɪə
1236,A2,feature,ˈfiːʧə
1237,A2,female,ˈfiːmeɪl
1238,A2,fiction,ˈfɪkʃən
1239,A2,field,fiːld
1240,A2,figure,ˈfɪgə
1241,A2,finger,ˈfɪŋgə
1242,A2,fishing,ˈfɪʃɪŋ
1243,A2,flu,fluː
1244,A2,flying,ˈflaɪɪŋ
1245,A2,forest,ˈfɒrɪst
1246,A2,fork,fɔːk
1247,A2,fridge,frɪʤ
1248,A2,frog,frɒg
1249,A2,furniture,ˈfɜːnɪʧə
1250,A2,gallery,ˈgæləri
1251,A2,gap,gæp
1252,A2,gas,gæs
1253,A2,gate,geɪt
1254,A2,gift,gɪft
1255,A2,goal,gəʊl
1256,A2,god,gɒd
1257,A2,gold,gəʊld
1258,A2,golf,gɒlf
1259,A2,government,ˈgʌvnmənt
1260,A2,grass,grɑːs
1261,A2,ground,graʊnd
1262,A2,guest,gɛst
1263,A2,gun,gʌn
1264,A2,guy,gaɪ
1265,A2,habit,ˈhæbɪt
1266,A2,hall,hɔːl
1267,A2,headache,ˈhɛdeɪk
1268,A2,heart,hɑːt
1269,A2,height,haɪt
1270,A2,hero,ˈhɪərəʊ
1271,A2,hill,hɪl
1272,A2,hockey,ˈhɒki
1273,A2,hole,həʊl
1274,A2,human,ˈhjuːmən
1275,A2,illness,ˈɪlnɪs
1276,A2,image,ˈɪmɪʤ
1277,A2,individual,ˌɪndɪˈvɪdjʊəl
1278,A2,industry,ˈɪndəstri
1279,A2,injury,ˈɪnʤəri
1280,A2,insect,ˈɪnsɛkt
1281,A2,instruction,ɪnˈstrʌkʃən
1282,A2,instructor,ɪnˈstrʌktə
1283,A2,instrument,ˈɪnstrʊmənt
1284,A2,introduction,ˌɪntrəˈdʌkʃən
1285,A2,invention,ɪnˈvɛnʃən
1286,A2,invitation,ˌɪnvɪˈteɪʃən
1287,A2,item,ˈaɪtəm
1288,A2,jam,ʤæm
1289,A2,jazz,ʤæz
1290,A2,jewellery,ˈʤuːəlri
1291,A2,journalist,ˈʤɜːnəlɪst
1292,A2,kid,kɪd
1293,A2,king,kɪŋ
1294,A2,knee,niː
1295,A2,knife,naɪf
1296,A2,knowledge,ˈnɒlɪʤ
1297,A2,lab,læb
1298,A2,lady,ˈleɪdi
1299,A2,lake,leɪk
1300,A2,lamp,læmp
1301,A2,laptop,ˈlæpˌtɒp
1302,A2,laughter,ˈlɑːftə
1303,A2,law,lɔː
1304,A2,lawyer,ˈlɔːjə
1305,A2,leader,ˈliːdə
1306,A2,learning,ˈlɜːnɪŋ
1307,A2,lemon,ˈlɛmən
1308,A2,level,ˈlɛvl
1309,A2,lifestyle,ˈlaɪfˌstaɪl
1310,A2,listener,ˈlɪsnə
1311,A2,lorry,ˈlɒri
1312,A2,luck,lʌk
1313,A2,male,meɪl / ˈmælɪ
1314,A2,manager,ˈmænɪʤə
1315,A2,manner,ˈmænə
1316,A2,material,məˈtɪərɪəl
1317,A2,mathematics,ˌmæθɪˈmætɪks
1318,A2,maths,mæθs
1319,A2,media,ˈmiːdiə / ˈmiːdiə
1320,A2,medicine,ˈmɛdsɪn
1321,A2,memory,ˈmɛməri
1322,A2,metal,ˈmɛtl
1323,A2,method,ˈmɛθəd
1324,A2,middle,ˈmɪdl
1325,A2,mirror,ˈmɪrə
1326,A2,mobile,ˈməʊbaɪl
1327,A2,monkey,ˈmʌŋki
1328,A2,moon,muːn
1329,A2,motorcycle,ˈməʊtəˈsaɪkl
1330,A2,movement,ˈmuːvmənt
1331,A2,musician,mju(ː)ˈzɪʃən
1332,A2,nature,ˈneɪʧə
1333,A2,neck,nɛk
1334,A2,network,ˈnɛtwɜːk
1335,A2,noise,nɔɪz
1336,A2,novel,ˈnɒvəl
1337,A2,nut,nʌt
1338,A2,ocean,ˈəʊʃən
1339,A2,officer,ˈɒfɪsə
1340,A2,oil,ɔɪl
1341,A2,opportunity,ˌɒpəˈtjuːnɪti
1342,A2,option,ˈɒpʃən
1343,A2,organization,ˌɔːgənaɪˈzeɪʃən
1344,A2,oven,ˈʌvn
1345,A2,owner,ˈəʊnə
1346,A2,pain,peɪn
1347,A2,painter,ˈpeɪntə
1348,A2,palace,ˈpælɪs
1349,A2,pants,pænts
1350,A2,parking,ˈpɑːkɪŋ
1351,A2,passenger,ˈpæsɪnʤə
1352,A2,patient,ˈpeɪʃənt
1353,A2,pattern,ˈpætən
1354,A2,peace,piːs
1355,A2,penny,ˈpɛni
1356,A2,per cent,pɜː sɛnt
1357,A2,permission,pəˈmɪʃən
1358,A2,personality,ˌpɜːsəˈnælɪti
1359,A2,pet,pɛt
1360,A2,petrol,ˈpɛtrəl
1361,A2,physics,ˈfɪzɪks
1362,A2,pilot,ˈpaɪlət
1363,A2,planet,ˈplænɪt
1364,A2,plastic,ˈplæstɪk
1365,A2,plate,pleɪt
1366,A2,platform,ˈplætfɔːm
1367,A2,pocket,ˈpɒkɪt
1368,A2,pollution,pəˈluːʃən
1369,A2,pop,pɒp
1370,A2,population,ˌpɒpjʊˈleɪʃən
1371,A2,position,pəˈzɪʃən
1372,A2,possession,pəˈzɛʃən
1373,A2,possibility,ˌpɒsəˈbɪlɪti
1374,A2,poster,ˈpəʊstə
1375,A2,power,ˈpaʊə
1376,A2,president,ˈprɛzɪdənt
1377,A2,printer,ˈprɪntə
1378,A2,prison,ˈprɪzn
1379,A2,prize,praɪz
1380,A2,process,ˈprəʊsɛs / prəˈsɛs
1381,A2,professor,prəˈfɛsə
1382,A2,profile,ˈprəʊfaɪl
1383,A2,program,ˈprəʊgræm
1384,A2,progress,ˈprəʊgrəs / prəʊˈgrɛs
1385,A2,pub,pʌb
1386,A2,public,ˈpʌblɪk
1387,A2,purpose,ˈpɜːpəs
1388,A2,quality,ˈkwɒlɪti
1389,A2,quantity,ˈkwɒntɪti
1390,A2,queen,kwiːn
1391,A2,railway,ˈreɪlweɪ
1392,A2,rate,reɪt
1393,A2,reception,rɪˈsɛpʃən
1394,A2,recipe,ˈrɛsɪpi
1395,A2,recording,rɪˈkɔːdɪŋ
1396,A2,region,ˈriːʤən
1397,A2,relationship,rɪˈleɪʃənʃɪp
1398,A2,reporter,rɪˈpɔːtə
1399,A2,request,rɪˈkwɛst
1400,A2,researcher,rɪˈsɜːʧə
1401,A2,response,rɪsˈpɒns
1402,A2,rest,rɛst
1403,A2,rock,rɒk
1404,A2,role,rəʊl
1405,A2,roof,ruːf
1406,A2,route,ruːt / raʊt
1407,A2,rubbish,ˈrʌbɪʃ
1408,A2,runner,ˈrʌnə
1409,A2,running,ˈrʌnɪŋ
1410,A2,sailing,ˈseɪlɪŋ
1411,A2,salary,ˈsæləri
1412,A2,sale,seɪl
1413,A2,sauce,sɔːs
1414,A2,scene,siːn
1415,A2,schedule,ˈʃɛdjuːl
1416,A2,screen,skriːn
1417,A2,season,ˈsiːzn
1418,A2,seat,siːt
1419,A2,secret,ˈsiːkrɪt
1420,A2,secretary,ˈsɛkrətri
1421,A2,sense,sɛns
1422,A2,series,ˈsɪəriːz
1423,A2,service,ˈsɜːvɪs
1424,A2,shape,ʃeɪp
1425,A2,sheet,ʃiːt
1426,A2,ship,ʃɪp
1427,A2,shoulder,ˈʃəʊldə
1428,A2,side,saɪd
1429,A2,silver,ˈsɪlvə
1430,A2,singing,ˈsɪŋɪŋ
1431,A2,single,ˈsɪŋgl
1432,A2,sir,sɜː
1433,A2,site,saɪt
1434,A2,size,saɪz
1435,A2,skiing,ˈskiːɪŋ
1436,A2,skin,skɪn
1437,A2,sky,skaɪ
1438,A2,smoking,ˈsməʊkɪŋ
1439,A2,soap,səʊp
1440,A2,soccer,ˈsɒkə
1441,A2,society,səˈsaɪəti
1442,A2,sock,sɒk
1443,A2,soldier,ˈsəʊlʤə
1444,A2,solution,səˈluːʃən
1445,A2,sort,sɔːt
1446,A2,source,sɔːs
1447,A2,speaker,ˈspiːkə
1448,A2,speech,spiːʧ
1449,A2,speed,spiːd
1450,A2,spider,ˈspaɪdə
1451,A2,spoon,spuːn
1452,A2,square,skweə
1453,A2,stage,steɪʤ
1454,A2,stair,steə
1455,A2,stamp,stæmp
1456,A2,state,steɪt
1457,A2,step,stɛp
1458,A2,stomach,ˈstʌmək
1459,A2,stone,stəʊn
1460,A2,store,stɔː
1461,A2,storm,stɔːm
1462,A2,strategy,ˈstrætɪʤi
1463,A2,structure,ˈstrʌkʧə
1464,A2,suggestion,səˈʤɛsʧən
1465,A2,suit,sjuːt
1466,A2,survey,ˈsɜːveɪ / sɜːˈveɪ
1467,A2,sweet,swiːt
1468,A2,symbol,ˈsɪmbəl
1469,A2,system,ˈsɪstɪm
1470,A2,tablet,ˈtæblɪt
1471,A2,target,ˈtɑːgɪt
1472,A2,task,tɑːsk
1473,A2,teaching,ˈtiːʧɪŋ
1474,A2,technology,tɛkˈnɒləʤi
1475,A2,temperature,ˈtɛmprɪʧə
1476,A2,term,tɜːm
1477,A2,thief,θiːf
1478,A2,thinking,ˈθɪŋkɪŋ
1479,A2,thought,θɔːt
1480,A2,tip,tɪp
1481,A2,tool,tuːl
1482,A2,top,tɒp
1483,A2,tour,tʊə
1484,A2,tourism,ˈtʊərɪz(ə)m
1485,A2,towel,ˈtaʊəl
1486,A2,tower,ˈtaʊə
1487,A2,toy,tɔɪ
1488,A2,track,træk
1489,A2,tradition,trəˈdɪʃən
1490,A2,trainer,ˈtreɪnə
1491,A2,training,ˈtreɪnɪŋ / treɪnɪŋ
1492,A2,transport,ˈtrænspɔːt / trænsˈpɔːt
1493,A2,traveller,ˈtræv(ə)lə
1494,A2,trouble,ˈtrʌbl
1495,A2,truck,trʌk
1496,A2,twin,twɪn
1497,A2,understanding,ˌʌndəˈstændɪŋ
1498,A2,uniform,ˈjuːnɪfɔːm
1499,A2,unit,ˈjuːnɪt
1500,A2,user,ˈjuːzə
1501,A2,valley,ˈvæli
1502,A2,van,væn
1503,A2,variety,vəˈraɪəti
1504,A2,vehicle,ˈviːɪkl
1505,A2,view,vjuː
1506,A2,virus,ˈvaɪərəs
1507,A2,voice,vɔɪs
1508,A2,war,wɔː
1509,A2,washing,ˈwɒʃɪŋ
1510,A2,wave,weɪv
1511,A2,web,wɛb
1512,A2,wedding,ˈwɛdɪŋ
1513,A2,weight,weɪt
1514,A2,wheel,wiːl
1515,A2,wind,wɪnd / waɪnd
1516,A2,winner,ˈwɪnə
1517,A2,wood,wʊd
1518,A2,might,maɪt
1519,A2,shall,ʃæl
1520,A2,used to,juːzd tuː / juːst tuː
1521,A2,ah,ɑː
1522,A2,all right,ɔːl raɪt
1523,A2,wow,waʊ
1524,A2,although,ɔːlˈðəʊ
1525,A2,while,waɪl
1526,A2,abroad,əˈbrɔːd
1527,A2,actually,ˈækʧʊəli
1528,A2,almost,ˈɔːlməʊst
1529,A2,alone,əˈləʊn
1530,A2,already,ɔːlˈrɛdi
1531,A2,angrily,ˈæŋgrɪli
1532,A2,any more,ˈɛni mɔː
1533,A2,anyway,ˈɛnɪweɪ
1534,A2,badly,ˈbædli
1535,A2,carefully,ˈkeəfli
1536,A2,certainly,ˈsɜːtnli
1537,A2,clearly,ˈklɪəli
1538,A2,completely,kəmˈpliːtli
1539,A2,correctly,kəˈrɛktli
1540,A2,definitely,ˈdɛfɪnɪtli
1541,A2,differently,ˈdɪfrəntli
1542,A2,easily,ˈiːzɪli
1543,A2,especially,ɪsˈpɛʃəli
1544,A2,everywhere,ˈɛvrɪweə
1545,A2,exactly,ɪgˈzæktli
1546,A2,extremely,ɪksˈtriːmli
1547,A2,finally,ˈfaɪnəli
1548,A2,firstly,ˈfɜːstli
1549,A2,fortunately,ˈfɔːʧnɪtli
1550,A2,forward,ˈfɔːwəd
1551,A2,happily,ˈhæpɪli
1552,A2,immediately,ɪˈmiːdiətli
1553,A2,instead,ɪnˈstɛd
1554,A2,loud,laʊd
1555,A2,loudly,ˈlaʊdli
1556,A2,low,ləʊ
1557,A2,mostly,ˈməʊstli
1558,A2,nearly,ˈnɪəli
1559,A2,normally,ˈnɔːməli
1560,A2,nowhere,ˈnəʊweə
1561,A2,perhaps,pəˈhæps / præps
1562,A2,quietly,ˈkwaɪətli
1563,A2,rather,ˈrɑːðə
1564,A2,recently,ˈriːsntli
1565,A2,sadly,ˈsædli
1566,A2,secondly,ˈsɛkəndli
1567,A2,slowly,ˈsləʊli
1568,A2,suddenly,ˈsʌdnli
1569,A2,underground,ˈʌndəgraʊnd / ˌʌndəˈgraʊnd
1570,A2,unfortunately,ʌnˈfɔːʧnɪtli
1571,A2,yet,jɛt
1572,A2,able,ˈeɪbl
1573,A2,active,ˈæktɪv
1574,A2,alive,əˈlaɪv
1575,A2,ancient,ˈeɪnʃ(ə)nt
1576,A2,asleep,əˈsliːp
1577,A2,attractive,əˈtræktɪv
1578,A2,available,əˈveɪləbl
1579,A2,awful,ˈɔːfʊl
1580,A2,based,beɪst
1581,A2,bright,braɪt
1582,A2,brilliant,ˈbrɪljənt
1583,A2,broken,ˈbrəʊkən
1584,A2,careful,ˈkeəfʊl
1585,A2,certain,ˈsɜːtn
1586,A2,classical,ˈklæsɪkəl
1587,A2,clear,klɪə
1588,A2,clever,ˈklɛvə
1589,A2,closed,kləʊzd
1590,A2,comfortable,ˈkʌmf(ə)təbl
1591,A2,connected,kəˈnɛktɪd
1592,A2,crazy,ˈkreɪzi
1593,A2,creative,kri(ː)ˈeɪtɪv
1594,A2,crowded,ˈkraʊdɪd
1595,A2,curly,ˈkɜːli
1596,A2,daily,ˈdeɪli
1597,A2,dead,dɛd
1598,A2,deep,diːp
1599,A2,digital,ˈdɪʤɪtl
1600,A2,direct,dɪˈrɛkt / daɪˈrɛkt
1601,A2,divorced,dɪˈvɔːst
1602,A2,electric,ɪˈlɛktrɪk
1603,A2,electrical,ɪˈlɛktrɪkəl
